event_id,signal_date,source_sector,destination_sector,ticker,reference_peak,drawdown_date,lead_trading_days,hit_20pct
13,2017-10-25,traditional,matched_control,3227,92.9144287109375,2018-04-24,118.0,True
13,2017-10-25,traditional,matched_control,3105,213.80369567871094,,,False
13,2017-10-25,traditional,matched_control,1314,11.743062973022461,,,False
13,2017-10-25,traditional,matched_control,6269,87.99038696289062,2018-04-03,106.0,True
13,2017-10-25,traditional,matched_control,8358,34.44380569458008,2017-11-02,6.0,True
13,2017-10-25,traditional,matched_control,8299,252.15391540527344,2017-12-12,34.0,True
13,2017-10-25,traditional,matched_control,1476,290.04998779296875,2017-11-13,13.0,True
13,2017-10-25,traditional,matched_control,1216,46.8826904296875,,,False
13,2017-10-25,traditional,matched_control,8069,34.436458587646484,2018-04-11,109.0,True
13,2017-10-25,traditional,matched_control,3260,59.48758316040039,2017-12-26,44.0,True
13,2017-10-25,traditional,matched_control,1909,40.17654037475586,2017-11-20,18.0,True
13,2017-10-25,traditional,matched_control,1303,52.47425842285156,,,False
